,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,3940161500,3757881500,3584281500,3418948000,3261487500,3106399500,2436899500,1980000000,
자산총계,56958901690,52843662527,51147861600,44277040214,43237590906,41629715336,24724607959,14822495259,
당기순이익,4257236639,5128526960,1888343400,6316844797,2067682470,4250806932,5048915628,4144769376,4423059785
영업활동현금흐름,5171164378,6335057992,3186218446,5496237637,2864082067,4154178688,3997923848,3337651099,4624621580
영업이익,4733386523,4787320283,5006158036,4077494668,2010539261,4304273696,4180523239,4111424306,4866503451
매출액,23704777222,21699494714,19745400273,18083164457,12824101985,14013008613,13138391149,12846942899,12142654043
종가,7950,6190,5290,5550,7360,7670,,,
시가총액,65671857450,48779199370,39758386270,39785524650,50326914560,50031218250,,,
상장주식수,8260611,7880323,7515763,7168563,6837896,6522975,,,
