,2020,2019,2018,2017,2016,2015,2014,2013
자본금,1409999500,1409999500,1409474500,1409474500,1409474500,1398389500,1387364500,1000000000
자산총계,44757846015,46866860664,43012662487,50030989454,44722987914,45861701851,53398463164,9359071188
당기순이익,3216733485,3048462456,140762967,762581128,595147724,2822832214,6447348639,3095707345
영업활동현금흐름,4108681021,4292744974,-1519189356,1308436401,500838867,339511752,5207609562,3214602415
영업이익,1235436801,2219385918,-28352659,1748125346,347123966,2089543614,7649554743,3631908670
매출액,12985881782,15451858836,20327715936,18132156405,15476750126,17916048158,22816567948,13419748758
종가,5190,5600,4485,4790,7500,12700,91300,19800
시가총액,73178974050,78959972000,63214931325,67513828550,105710587500,177595466500,253332757700,39600000000
상장주식수,14099995,14099995,14094745,14094745,14094745,13983895,2774729,2000000
