,2020,2019,2018,2017,2016,2015,2014,2013
자본금,31224728000,21986360000,21986360000,21986360000,21961360000,21946360000,20516000000,20000000000
자산총계,448124447100,408589323391,368276714787,348994472580,365850477646,520261902715,521785131794,481967265469
당기순이익,3283951586,3096433400,1768188386,1867593869,10558308492,18435315023,14703282339,12924732156
영업활동현금흐름,15714611310,-3141106081,21018410648,24132822093,16305132683,47235415924,24444076390,16758012031
영업이익,1183330258,9354574729,8379607603,7133312861,19733656495,35387161784,29389652111,21784906808
매출액,285564708690,295855537321,218222361073,251784881995,427423084389,453317914463,441463484448,460489560974
종가,6690,4585,3885,2820,3125,3075,,
시가총액,380322860640,175938921200,149078017200,108211070400,119758500000,117750114000,,
상장주식수,56849456,38372720,38372720,38372720,38322720,38292720,,
