,2020,2019,2018,2017,2016,2015,2014,2013
자본금,38713112500,32813650000,22237395000,20581564500,15118691000,12867480500,10409296000,8588649000
자산총계,132612213452,147392418983,164775831133,151366918972,121047319068,120261865489,54847773020,58381064902
당기순이익,-505351622,-75729820776,-13220026953,-11150832898,-23734031647,-8403078224,2740068716,1347402392
영업활동현금흐름,4000680671,622710835,-8439459568,1497081999,-4631439984,-4930601223,4713075423,353211683
영업이익,627067124,-3989260308,-291173203,-952690110,-8858205805,-5184639008,6143096972,1828994635
매출액,45768226497,18236381689,25447991714,35808360042,47634040662,44805719907,75065975391,54525326808
종가,729,1440,,,,,,
시가총액,56443718025,94340047680,,,,,,
상장주식수,77426225,65513922,,,,,,
