,2020,2019,2018,2017,2016,2015
자본금,7122359000,7122359000,4058668000,1960500000,320000000,320000000
자산총계,60969655692,52111608743,52562526052,53514555847,40829132441,37392147540
당기순이익,2074350130,2502802199,1965423807,4634783071,5211816084,3243853439
영업활동현금흐름,1680142057,991582188,-4352048017,3710582811,-1193622571,5510881018
영업이익,3065797851,2971707025,2984778789,6121908902,6648366138,5340130245
매출액,86519080992,81974667182,83048455034,84969003598,72065811155,67048845770
종가,4885,3670,5800,21050,,
시가총액,69585447430,52278115060,47080548800,82537050000,,
상장주식수,14244718,14244718,8117336,3921000,,
