,2020,2019,2018,2017
자본금,4751246500,4616210000,4484753000,4330420500
자산총계,318623157887,337430507971,301208584327,222982054754
당기순이익,25225674398,34540956511,30467079281,17296947428
영업활동현금흐름,32847199491,44394024568,51357525331,22432789848
영업이익,43835353744,46489361866,38297659941,22165751570
매출액,336257633456,349330168052,293115113016,193104083063
종가,45600,53500,37700,85500
시가총액,433313680800,493934470000,338150376200,740501905500
상장주식수,9502493,9232420,8969506,8660841
