,2020,2019,2018,2017,2016,2015
자본금,10413080000,5960590000,5960590000,5942943000,940000000,940000000
자산총계,108598791755,121068654327,101672765948,106709872642,46965905297,27990524402
당기순이익,-21176922584,-9372757761,-9009158013,2926985248,7322381738,4382227472
영업활동현금흐름,2589985347,8794862966,-9615690187,4464638940,9976538530,-964400392
영업이익,-3147226811,-2520869649,-8759528272,5069712880,8756275057,5991486457
매출액,92130559673,79673571978,40678385718,77300034644,88846365242,61698810367
종가,4800,6660,10250,11300,,
시가총액,99965568000,79395058800,122192095000,132050511800,,
상장주식수,20826160,11921180,11921180,11685886,,
