,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,6324928000,38660656000,26734887400,25314301300,23002856000,5000000000,5000000000,5000000000,5000000000,2500000000
자산총계,133477508871,190315596864,86441023636,116428169465,130429496942,44656056952,40624694943,40810184393,36814530485,34459990748
당기순이익,-26089755472,767296673,-8336747946,-8661649443,-37225873986,2482518025,2658609049,3719872772,1293649167,3719809956
영업활동현금흐름,-1879874215,-6499549064,1426034042,9909503140,-9461873731,2303093717,3402212203,3263037954,1562069971,4826579672
영업이익,-2568006124,-1018171203,-5355582411,-1427007350,-10968897975,2767569556,1500490099,3036023471,1486037974,3317262377
매출액,34670562342,31253724104,22194326905,36658645948,33960103805,29335971438,27782702163,31403846685,26937127419,27440456492
종가,5810,,,,,,,,,
시가총액,71726489310,,,,,,,,,
상장주식수,12345351,,,,,,,,,
