,2011,2010,2020,2019,2018
자본금,1000000000,1000000000,,,
자산총계,42441181529,27359001842,,,
당기순이익,1936344727,-1763046,,,
영업활동현금흐름,-132886690,332298799,,,
영업이익,1425742344,15042723,,,
매출액,45869424435,1003401900,,,
종가,,,55500.0,44250.0,36100.0
시가총액,,,111000000000.0,88500000000.0,72200000000.0
상장주식수,,,2000000.0,2000000.0,2000000.0
