,2020,2019,2018,2017,2016,2015
자본금,10449491500,9176594000,8636199000,2909100000,2307600000,2286600000
자산총계,318079390471,191044737988,189034617307,156552359794,115806334755,46944390507
당기순이익,4296238604,-16001293836,-27466777366,17453095831,15340480725,-6804252868
영업활동현금흐름,41507582826,-8373188994,-48260068899,19188839080,14502325936,-802903017
영업이익,1794118956,-14922776539,-27820786797,22949061904,15612996360,-8229691611
매출액,188890116710,140395326738,55515163442,285363858462,182780381672,60774758659
종가,15600,10450,7330,35100,,
시가총액,311792551200,191790814600,126606677340,204218820000,,
상장주식수,19986702,18353188,17272398,5818200,,
