,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,12655583500,11104396500,11104396500,9404883500,9099711000,8888381500,7978838500,,
자산총계,198306895236,239961866985,221447294030,139432990810,101838338610,73978303856,40522769700,,
당기순이익,-35603560823,-5169315042,-991441527,1597591721,6789923175,4537212269,533873006,,
영업활동현금흐름,4452506240,28152036712,-6835135976,1187369636,-13637926229,-1365556911,-2501197569,,
영업이익,-14675286929,555275734,3281484923,4710979795,8051950464,6919750222,2176013633,,
매출액,91878752754,109273819461,110339643061,100485580201,83065519087,61919904000,26482610974,,
종가,4405,6330,10150,11050,12000,22250,12300,5350.0,4980.0
시가총액,95073603955,118353029130,189776184150,200233889700,210124428000,380201547500,191487064200,72040617600.0,67058369280.0
상장주식수,21583111,18697161,18697161,18120714,17510369,17087710,15568054,13465536.0,13465536.0
