,2020,2019,2018,2017,2016,2015,2014
자본금,5520854000,5520854000,5520854000,5520854000,5520854000,5520854000,5520854000
자산총계,287809530581,262634138872,258539785544,255124230805,228157937657,222371202199,223056139071
당기순이익,25410370866,19083323900,25501848855,30535097633,9603346140,1456100215,954245625
영업활동현금흐름,23571634200,50012431938,23485918162,10756207486,32421811603,29484848556,635234174
영업이익,35532866703,25944220797,35806006405,33602276185,14010882525,10079649473,1292989573
매출액,304751063277,343476252427,385733960855,324494444321,229147679683,248499187197,24755302535
종가,11900,10100,14200,19000,9280,6190,
시가총액,131396325200,111521250800,156792253600,209792452000,102467050240,68348172520,
상장주식수,11041708,11041708,11041708,11041708,11041708,11041708,
