,2020,2019,2018,2017,2016,2015,2014,2013
자본금,58952363500,11804291000,7915509500,4882500000,4882500000,4882500000,2300000000,2300000000
자산총계,344298588585,322078193091,238380055775,150164494698,156606980182,123875646074,110805832616,90563582221
당기순이익,-9813210792,-75222682,7792877063,4933420550,8354070070,14971109138,13452116014,7171939848
영업활동현금흐름,14753678685,7214831400,1469654335,14172411084,23467649498,9868864462,-5732102265,8289430257
영업이익,-4710923925,4059147568,10493446403,8924225453,14295442656,20339189052,16325133553,10456453570
매출액,219632557451,251095061695,209260005915,179707628825,208574891678,203071984476,179174057497,124006029721
종가,2640,5880,7030,4920,6340,9900,,
시가총액,306802710720,137476105200,83798183490,48043800000,61910100000,96673500000,,
상장주식수,116213148,23380290,11920083,9765000,9765000,9765000,,
