,2020,2019,2018,2017,2016
자본금,7117275000,3455404500,3436506000,2655262000,2481404500
자산총계,133553213020,161346976191,69786202440,7526344656,7270924807
당기순이익,-30677921394,-10158298177,-6975809339,-6483416931,
영업활동현금흐름,-20754069187,-7230239735,-5876800788,-2146647485,-2270638831
영업이익,-25507146611,-10104255493,-6913524045,-3835361838,-3923169054
매출액,59818182,,1975000,208717675,784268656
종가,20800,38650,80000,,
시가총액,296078640000,267102767850,549840960000,,
상장주식수,14234550,6910809,6873012,,
