,2020,2019,2018
자본금,1956297500,1304198500,1261998500
자산총계,35194641243,28738196096,24679872729
당기순이익,1854189944,713062506,
영업활동현금흐름,992228862,3576614927,
영업이익,3687735577,895686277,
매출액,47956927576,36210533206,
종가,8500,,
시가총액,33257057500,,
상장주식수,3912595,,
