,2020,2019,2018,2017,2016,2015,2014,2013
자본금,28701257605,28701257605,28135070028,28135070028,28135070028,28135070028,9990215000,29970655000
자산총계,174949807649,134950580693,155657483856,129002693279,99241319501,83795634391,58620357702,49445457324
당기순이익,4322278209,4083296255,29531704517,9975159373,6836613117,5967970034,7093205930,2433132492
영업활동현금흐름,9437087314,-6856347082,4676028221,5392167973,11557856901,7967553341,4004761077,3204267658
영업이익,5441539509,3278156749,5754997490,5108728998,9312051333,10155631580,8951937726,2683511603
매출액,71847306149,38372829802,38402069633,35946061807,56376830019,57985663736,73031318698,48185821278
종가,2030,1970,2350,3155,4120,3045,,
시가총액,51782730020,50252205980,59323470500,79644914650,104005403600,76868071350,,
상장주식수,25508734,25508734,25244030,25244030,25244030,25244030,,
