,2020,2019,2018,2017,2016,2015,2014,2013
자본금,5861591000,5861591000,5861591000,4261490000,4261490000,4261490000,3900990000,1300330000
자산총계,74392752257,90702931471,106535539121,136799815553,88016210229,64273964639,67999731186,46703091579
당기순이익,-21526422158,-7840469235,234291119,13646582837,-14828575445,-524638325,,5536329068
영업활동현금흐름,-5297538457,-2988416961,-255461710,7978277357,-2111075235,5953362907,3372609202,8936940343
영업이익,-17231021899,-9153380462,2736607209,15564119138,-12798405075,2310669781,8147743786,10388823739
매출액,76449801361,61581943936,93418154064,148342590738,43222814587,79452368984,106907673689,139808963457
종가,3000,2345,3295,5600,8500,5630,,
시가총액,28089066000,21956286590,30851157490,47728688000,72445330000,47984377400,,
상장주식수,9363022,9363022,9363022,8522980,8522980,8522980,,
