,2020,2019,2018,2017,2016
자본금,3811000000,3811000000,3811000000,3111000000,3050000000
자산총계,121032450054,133250154093,122226688647,97690983885,79011074519
당기순이익,1764131630,2124867939,14446829562,16845827865,10334984354
영업활동현금흐름,15194094439,-3896051739,19928752282,-1358793336,7628931768
영업이익,1773652029,880296142,17980331388,22811552380,13353817163
매출액,140431201057,107307025495,132971034823,140446264438,110093234273
종가,8070,8400,9950,,
시가총액,61509540000,64024800000,75838900000,,
상장주식수,7622000,7622000,7622000,,
