,2020,2019,2018,2017,2016,2015,2014
자본금,6739162000,6739162000,6739162000,6739162000,3369581000,2858657000,2000000000
자산총계,361844749894,300992778617,232913361450,213398338228,160272944306,50850063592,18293868670
당기순이익,29325047808,23910071666,19716812309,18326377911,11099212175,8801659230,5283603290
영업활동현금흐름,46940153761,26230773789,26341765780,54426104277,14282189343,11333672395,4987279592
영업이익,28200340512,26978788006,26040053608,21396107317,15862469233,11002131436,6024033209
매출액,170932078160,123737896554,107326161999,80478875854,40689674887,26624894954,17677354685
종가,17800,14950,17500,25100,30000,32800,
시가총액,220052072800,189603016200,208015990000,298354362800,178299420000,187527899200,
상장주식수,12362476,12682476,11886628,11886628,5943314,5717314,
