,2020,2019,2018,2017,2016,2015
자본금,9050333000,9050333000,9050333000,3124368500,2151092500,1500000000
자산총계,692052471094,563040745560,437784811300,259231951962,226325278596,146089695033
당기순이익,-5837685450,48987389532,32338552372,6310106051,19626660876,18247064297
영업활동현금흐름,-36058302986,-18487997632,70539021950,-8007184568,38381526554,13201471625
영업이익,4906027906,54397093747,36869438071,17846981952,24390510140,22448762031
매출액,321896317585,392360900500,324577035824,237945883574,165870701012,77742402882
종가,50600,28800,17350,34800,,
시가총액,915893699600,521299180800,157023277550,217456047600,,
상장주식수,18100666,18100666,9050333,6248737,,
