,2020,2019,2018,2017,2016,2015,2014,2013
자본금,24190164000,18990164000,18990164000,16155000000,10770000000,10770000000,7670000000,6670000000
자산총계,1712427674048,1396932626675,1490079875404,941320391815,1021405101908,755184959433,386792128043,241001943779
당기순이익,66110584430,44903285859,52411696538,65009794682,26341219278,20158354777,19120676073,8061176782
영업활동현금흐름,-186100937695,277141617353,-134456393928,-157468026553,-143318993132,-226054101277,-47094863455,37398133503
영업이익,139807583257,82257926441,85096953520,23655362729,40381595214,26886613618,25171173044,9829441903
매출액,699753025469,454720099303,562772314281,330812048430,276376332235,231300372472,174859396824,130093512481
종가,43150,29100,26750,33650,44150,,,
시가총액,819425576600,552613772400,432146250000,543615750000,475495500000,,,
상장주식수,18990164,18990164,16155000,16155000,10770000,,,
