,2020,2019,2018,2017,2016,2015,2014
자본금,7339503500,7339503500,7339503500,7339503500,7339503500,5817136500,
자산총계,58776765477,54503047650,48272107765,48753081955,51485323750,33623152648,29196128938
당기순이익,2187256963,4091766261,3559060108,1800672533,5411392578,2257192015,564985564
영업활동현금흐름,6743471348,4326899329,3346073754,1796682197,5614563623,1202480225,499527264
영업이익,2351310642,3482431153,3232604113,2235547613,5107559458,2030523576,540969812
매출액,43789955558,40989879580,35975303183,37341656042,40564137436,42764694619,32790967948
종가,4260,2780,2640,3010,3440,2300,1665
시가총액,62532569820,40807639460,38752578480,44183811070,50495784080,26758827900,18160155000
상장주식수,14679007,14679007,14679007,14679007,14679007,11634273,10907000
