,2020,2019,2018,2017,2016,2015,2014,2013
자본금,6622134500,5553303000,5553303000,5127116000,5127116000,4600271000,3266723000,
자산총계,58963967868,71878399989,91837015940,89594643227,89799773974,67382697579,41963662821,
당기순이익,-11716298799,-11572589293,-4047738653,-14982842591,1785342998,6102181680,-4719745493,
영업활동현금흐름,-776704108,623428,-10383485040,-4918431365,-8370701898,-2323953820,-312202733,
영업이익,-3715804017,-9280299350,-8244608744,-7446861320,2410568030,5642969127,3349621663,
매출액,19356047464,26574996954,31323219099,31514424790,34448849245,32045849276,20223669544,
종가,39200,7010,7170,11650,9900,20350,13200,10200.0
시가총액,520096740800,75558939360,77283537120,115642117300,98270983800,180558875200,85334436000,42124164000.0
상장주식수,13267774,10778736,10778736,9926362,9926362,8872672,6464730,4129820.0
