,2019,2018,2017,2020
자본금,4560103000,3356657000,3356657000,
자산총계,24551526208,18088485154,18335455222,
당기순이익,-780552429,859278633,-3770569363,
영업활동현금흐름,-1396589882,-416735961,-333628184,
영업이익,-1512607024,-1291459188,-2002094809,
매출액,7775408359,7186469119,5983441610,
종가,10800,,,18700.0
시가총액,49249112400,,,85273926100.0
상장주식수,4560103,,,4560103.0
