,2020,2019,2018,2017,2016,2015,2014,2013
자본금,5475753500,5475753500,4927027000,4927027000,4927027000,4927027000,4927027000,2991500000
자산총계,187817887972,179838735359,151417364439,122555587583,110710051082,93537371939,81216844995,31846598944
당기순이익,-5198117995,-4250362820,1669282659,4091811481,2407706427,3596494058,7240193652,4302122218
영업활동현금흐름,7501244747,11036219893,6194093666,7408318591,352548581,-1676447081,7134688497,5315344270
영업이익,-158539163,357236124,4018140730,5566574293,3061983866,2821081725,9286348801,5337690017
매출액,84437232349,73787517596,59585468199,49819705285,40391906421,31787850311,27474396136,20236298331
종가,7410,7220,8210,8530,9290,18400,24100,
시가총액,81150666870,79069880540,80901783340,84055080620,91544161660,181314593600,237482701400,
상장주식수,10951507,10951507,9854054,9854054,9854054,9854054,9854054,
