,2020,2019,2018,2017,2016,2015,2014
자본금,240666665000,240666665000,240666665000,240666665000,240666665000,190000000000,190000000000
자산총계,911905132370,849935618519,812775928478,868156494402,928945970110,970650678560,818879780536
당기순이익,-17562112952,-13791548187,10185942358,16953249948,14321286191,11572555466,3955667161
영업활동현금흐름,50920804509,23600745630,52504906327,17809537341,-18994098071,36832911807,40502835451
영업이익,-6952265836,-4124128982,24562783312,33497016886,30374032411,26430358769,17200483068
매출액,127417725262,129431260375,181388590837,209677450085,210702134547,176303475146,133591597329
종가,4255,6000,6090,10450,8580,,
시가총액,204807331915,288799998000,293131997970,502993329850,412983997140,,
상장주식수,48133333,48133333,48133333,48133333,48133333,,
