,2017,2016,2015,2020
자본금,979375000,979375000,690000000,
자산총계,6255797456,5482097813,11667339717,
당기순이익,148957113,313592264,,
영업활동현금흐름,-639312083,-832855009,,
영업이익,-453674790,250840195,,
매출액,1778923655,12390866991,,
종가,4660,,,969.0
시가총액,9127775000,,,5430253713.0
상장주식수,1958750,,,5603977.0
