,2020,2019,2018,2017,2016,2015
자본금,6569000000,6569000000,6569000000,6505000000,5655000000,5400000000
자산총계,198221174081,214004928706,236578168832,126152860693,81082801895,58495428015
당기순이익,11677931127,16318268425,36026981102,16240811553,13063901118,1050029444
영업활동현금흐름,7759122150,30147919747,31862673102,12141068727,30789929886,-1268075225
영업이익,2346114624,12545714699,44207291749,17754370281,16055793928,1393213883
매출액,55055076921,86853450803,184507975605,86546664416,82981672909,31990370411
종가,13350,19650,15600,27250,,
시가총액,174324300000,256589700000,203704800000,352342500000,,
상장주식수,13058000,13058000,13058000,12930000,,
