,2020,2019,2018
자본금,5248728000,5154378000,1011775000
자산총계,62877023789,65686253334,28961563368
당기순이익,-4028371613,8434788304,6250483929
영업활동현금흐름,433198418,4686444916,6201543649
영업이익,-4593799676,8204511377,6190430051
매출액,15041930242,30770552257,21763696634
종가,22700,18600,
시가총액,238292251200,191742861600,
상장주식수,10497456,10308756,
