,2020,2019,2018,2017,2016,2015,2014
자본금,46887934000,49896002000,48185110000,46172549000,52080946000,55255000,51422000
자산총계,6960607794000,6704236324000,6446324313000,6183836996000,6326067005000,6364931307000,6256339928000
당기순이익,247453634000,272115865000,264497169000,273758324000,180330702000,148132685000,55970308000
영업활동현금흐름,565341719000,485692857000,616576546000,376608125000,326934342000,342020597000,249687294000
영업이익,393864007000,477014894000,459049975000,394515709000,398016051000,386261756000,280247122000
매출액,4282057647000,4509550099000,3970765995000,3389208791000,3287285077000,3401058027000,2930345128000
종가,29650,34350,31500,35800,35850,,
시가총액,2972387771900,3443558852100,3157848729000,3588920142800,3593932601100,,
상장주식수,100249166,100249166,100249166,100249166,100249166,,
