,2020,2019,2018,2017,2016,2015,2014,2013
자본금,42219340000,42219340000,42219340000,42219340000,42219340000,40179025000,38509680000,36754580000
자산총계,980667423900,1008775745560,948673011399,899719381011,1066616685611,1063538923196,1081858243284,931718274273
당기순이익,27102951017,70912712898,8008763288,-5395536973,2637194209,47505664711,34055100637,-65708543888
영업활동현금흐름,27031040792,56254296852,50136460834,51233329788,1889532549,42397386670,84745827727,-14218919899
영업이익,33994186444,56561533159,39435371795,23868366894,14842859682,53862698598,47684730208,39787573237
매출액,586728126970,612310601834,567433760856,555026781242,560535398487,567939668797,568073686798,500967483667
종가,88600,119000,104500,99600,105500,147000,91700,99500
시가총액,748126704800,1004820292000,882384206000,841009252800,890828074000,1181263335000,706267531200,731416142000
상장주식수,8443868,8443868,8443868,8443868,8443868,8035805,7701936,7350916
