,2020,2019,2018,2017,2016
자본금,3375500000,3375500000,3375500000,,
자산총계,93084753809,79531986659,74782312512,,
당기순이익,2022999998,2903089273,3120145380,,
영업활동현금흐름,3570395837,5431947065,5175429802,,
영업이익,2961938013,2789716514,2650138214,,
매출액,22956644521,16000355926,16268526555,,
종가,13200,7450,6800,9150.0,9200.0
시가총액,89113200000,50294950000,45906800000,61771650000.0,62109200000.0
상장주식수,6751000,6751000,6751000,6751000.0,6751000.0
