,2020,2019,2018,2017,2016,2015,2014,2013
자본금,1333560100,1333560100,1333560100,1333560100,1315705100,1187710000,1117015000,805915000
자산총계,504395888494,201631124249,189468046110,190454997518,198836134949,158996596754,124471100081,57975286408
당기순이익,2319864840,8222160651,5862115946,5760615306,10511357631,19594387448,19422797578,6401056407
영업활동현금흐름,-5647876244,20674833504,6596817129,-408621857,-6421926070,17981577091,16568773116,5899801474
영업이익,7945475240,11098652843,4477122436,15151255269,12399008076,21579018072,21421773322,11887459224
매출액,402818974793,253067075474,205633846179,236280601676,188518471813,240294264724,161955380871,104900874985
종가,7520,12550,11000,12800,16500,,,
시가총액,100283719520,167361792550,146691611000,170695692800,217091341500,,,
상장주식수,13335601,13335601,13335601,13335601,13157051,,,
