,2020,2019,2018,2017,2016,2015
자본금,15312439500,15312439500,15312439500,15312439500,15312439500,15070065000
자산총계,416558419110,359661266694,349635787126,285112137571,275821751594,244227148202
당기순이익,8283112111,17089089433,10727838669,14342131028,14719411008,6110704885
영업활동현금흐름,-13703004076,-22782993793,20585179456,-7410467320,25659272354,-5061472050
영업이익,16082164575,25954854598,17966085033,19761488767,19505769200,11125696250
매출액,579612301477,520302892983,441272165323,403742015751,345137250478,200134418192
종가,7780,8020,5630,6290,,
시가총액,238261558620,245611529580,172418068770,192630488910,,
상장주식수,30624879,30624879,30624879,30624879,,
