,2020,2019,2018,2017,2016,2015
자본금,7525290000,7525290000,3758045000,3683045000,2924110000,675000000
자산총계,93630496344,87282327464,81944438591,88099848967,31944285779,16529951555
당기순이익,5515315531,6642300667,15285849036,10997727750,7969331886,2261112747
영업활동현금흐름,3412362849,3842402914,8934709080,15672989493,6368251528,1809697284
영업이익,6518403450,4813533156,15665039652,15421032814,8949247901,2459772440
매출액,31087428816,26780002909,54628522496,38720628027,24455282586,11806092227
종가,10500,9230,18950,47450,,
시가총액,158031090000,138916853400,142429905500,349520970500,,
상장주식수,15050580,15050580,7516090,7366090,,
