,2020,2019,2018,2017,2016,2015,2014
자본금,35808562500,35526062500,34908516500,34016723500,31144856000,24492385500,11451371000
자산총계,47423224925,69745029861,193193204355,234954188168,284127918504,153027747429,171683382946
당기순이익,-47824888873,-113199973347,-56236181150,-57020831505,-74037961067,-55853786856,-2477889417
영업활동현금흐름,-22941343199,-6537975318,-48426046323,33829312717,-197977105251,-22387351251,-17126243564
영업이익,-34210158046,-58492593158,-59043409848,-50617832761,-46824214596,-23774691440,-15180245816
매출액,1669716316,9068581313,7712024811,6864849467,5292317531,1809856651,2085870728
종가,12100,14550,73500,93500,13250,,
시가총액,866567212500,1033808418750,5131551925500,6358135294500,824518509000,,
상장주식수,71617125,71052125,69817033,68001447,62227812,,
