,2020,2019,2018,2017
자본금,6200000000,6200000000,925000000,925000000
자산총계,285824548449,294174681841,132691631145,114671329195
당기순이익,24492097269,22893193571,20775700237,16173033746
영업활동현금흐름,974617807,25102040125,18299977456,21059831735
영업이익,27394231939,26860377285,24536405146,19190835283
매출액,196796773417,175371908760,151070087438,133563767302
종가,15750,18400,,
시가총액,195300000000,228160000000,,
상장주식수,12400000,12400000,,
