,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,27769907000,25375271000,19873833500,13287007000,11763709500,8276737500,4992197500,3580785000,3441822500,3129776500
자산총계,142065775688,156580008513,136720226585,84844704191,86769269670,68751052786,12332037012,12180298666,16634319853,8477724683
당기순이익,-1747643105,-8380600819,-13391296220,-4374619061,-4774295818,-631153487,-5481321482,-1429739755,436585803,-51602760
영업활동현금흐름,-3208459348,4525894121,-2000457413,-651061096,422516543,-4077079667,-2953114117,1376048962,3222770295,-2495992937
영업이익,-2950518239,440475472,-4195831254,-146970189,-2192502705,1575242073,-3438967348,-627116841,1003394368,701976129
매출액,20968142132,27640361845,24054740441,18379990830,13482392623,10899688026,6128114976,11879721370,16622981326,10562712592
종가,1570,1605,1830,460,786,4800,,,,
시가총액,87197507980,81454619910,72738230610,61120232200,92462756670,79456680000,,,,
상장주식수,55539814,50750542,39747667,132870070,117637095,16553475,,,,
