,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,15754388000,14558739000,14361111000,14361111000,14361111000,14361111000,14361111000,14361111000,10000000000,4100000000
자산총계,856045705032,794647171674,723704126572,466432212758,442982962723,372185612533,313476694006,338703944658,286178471445,278087062944
당기순이익,-11797812353,12419235051,-16035775894,6421573012,31100328808,-6716565049,-9494952189,17127391652,19143180342,6616372264
영업활동현금흐름,45697985875,17512858317,22581827240,21358435731,49766473290,28680918149,-8472546599,23212476100,30263724122,-3363771850
영업이익,28190667898,26916837157,3021967342,11354446211,21541481421,15308325786,15812970663,24707846056,21051736447,8921639628
매출액,959050238202,826287782639,621979856760,551664722109,569698031979,532518739400,506340253338,486361336122,492658951565,456015402451
종가,3830,2775,2145,3245,3860,3260,3945,4200,,
시가총액,113336536550,79704166050,61609166190,93203610390,110867776920,93634443720,113309165790,120633332400,,
상장주식수,29591785,28722222,28722222,28722222,28722222,28722222,28722222,28722222,,
