,2020,2019,2018,2017,2016
자본금,5625500000,5625500000,5625500000,950000000,700000000
자산총계,73197414777,64669053513,68826000028,45906507832,24029948230
당기순이익,-137893762,2481000995,2363345975,1781177700,857073389
영업활동현금흐름,-568299332,4181398406,534933101,-150699887,1352408064
영업이익,-1764338548,1681774453,1750453352,1418543858,1393629037
매출액,19231375419,25231156876,24266777518,17913609072,14864324303
종가,13750,12400,17200,,
시가총액,154701250000,139512400000,193517200000,,
상장주식수,11251000,11251000,11251000,,
