,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,27500000000,27500000000,27500000000,27500000000,27500000000,,,,,
자산총계,702116962104,697193345995,653850641813,645802826538,622322683063,,,,,
당기순이익,14131080850,13033218360,12895038882,14849796872,13982481878,,,,,
영업활동현금흐름,35591230713,47577573441,50181700612,47933833591,51438987719,,,,,
영업이익,26277003937,24284418148,15968768142,19887161471,19281322350,,,,,
매출액,743190573303,774850380588,770982769769,765978289919,738562283397,,,,,
종가,5330,5240,5400,6030,6400,5980.0,6000.0,5330.0,5560.0,5240.0
시가총액,146575000000,144100000000,148500000000,165825000000,176000000000,164450000000.0,165000000000.0,146575000000.0,152900000000.0,144100000000.0
상장주식수,27500000,27500000,27500000,27500000,27500000,27500000.0,27500000.0,27500000.0,27500000.0,27500000.0
