,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,14143142500,6948375000,6866755000,6305165000,3124832500,2952472500,2789666500,1342500000,437500000
자산총계,159206928125,85979112272,71380649814,43013379969,47949615182,39385453998,37958283463,8317949142,5718873331
당기순이익,-3422404578,-1738267459,-7069908984,-7448958134,-3587198673,1208362969,931145541,1606019200,1433818153
영업활동현금흐름,1676575983,9133183987,-9112552126,-4346924220,-3158649751,2264057823,1210050099,1995140169,1230719130
영업이익,103718349,-2252031255,-7659870273,-6173476896,-5411191058,124041218,724204076,1510742894,1660132008
매출액,42425842457,29229181883,13703078873,12104355843,6843719835,4726609249,7042577916,5527341116,3959773557
종가,179700,66900,28600,22200,32750,39700,25150,,
시가총액,5046497130000,929692575000,361596378000,279949326000,204676528750,234426316500,140320224950,,
상장주식수,28082900,13896750,12643230,12610330,6249665,5904945,5579333,,
