,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
자본금,9000000000,9000000000,9000000000,9000000000,9000000000,9000000000,9000000000,9000000000,9000000000,9000000000,9000000000
자산총계,279629755572,265425461465,212394546408,207069591550,200560898170,197688214136,208631661055,205317444199,170851910751,138935629451,108614225751
당기순이익,-17201926816,17138535127,4772684052,3140978678,15233185874,-4264830240,-7692036603,-26701270064,-10089701490,7563157763,3507829462
영업활동현금흐름,8084523409,15364574593,15196812185,14087154642,-1918422622,4560653113,3079704430,-17483906654,-23781555299,3627056326,7171166571
영업이익,8853766026,21507441374,11217101180,9686392218,10453017290,6036655073,650855029,-20564218701,-12347133710,3552314632,1456165695
매출액,346399447525,402190763744,372768605054,312716519579,293815683725,276197806385,229346897945,225496090393,162925090350,146087670187,112501314350
종가,2565,3660,2385,1710,2230,1835,1400,1390,1875,1375,1665
시가총액,46170000000,65880000000,42930000000,30780000000,40140000000,33030000000,25200000000,25020000000,33750000000,24750000000,29970000000
상장주식수,18000000,18000000,18000000,18000000,18000000,18000000,18000000,18000000,18000000,18000000,18000000
