,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,6825000000,6675000000,6500000000,6320000000,6135000000,5945000000,5750000000,5550000000,
자산총계,275779245523,281409709035,284848796710,271591039301,276868629408,248608774271,236739938936,214293411101,
당기순이익,7276980154,8276757784,10288899060,1097779944,17884550687,19221740950,19237722131,13985380093,
영업활동현금흐름,22998798414,10271704680,9388751534,5423411023,24241569119,21216210233,5162666574,19860349924,
영업이익,14785070901,14446980316,12106642183,6725265855,21737134577,23024127542,25533081704,20132903673,
매출액,243181801709,261909973472,262958904457,259785016089,234447615075,254375387820,249107621104,223370015566,
종가,9860,5510,6330,8310,12100,11750,9090,8400,8070.0
시가총액,134589000000,73558500000,82290000000,105038400000,148467000000,139707500000,104535000000,93240000000,86362928820.0
상장주식수,13650000,13350000,13000000,12640000,12270000,11890000,11500000,11100000,10701726.0
