,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,1452667000,1452667000,1452667000,802667000,802667000,802667000,802667000,802667000,75000000,
자산총계,24204128000,29796824000,25029200000,12210257000,10654215000,10185069000,8361807000,10711736000,9011990000,
당기순이익,723121000,850589000,940501000,798409000,366148000,445101000,252377000,137174000,591150000,642517000
영업활동현금흐름,-5784353000,-5395540000,2194200000,8691250000,1695626000,511990000,1898353000,-1970654000,352049000,3947346000
영업이익,1383796000,1113124000,1298719000,966275000,546335000,481706000,314266000,216326000,906730000,1127785000
매출액,9265637000,8250301000,7436254000,6567053000,2872997000,7160816000,6026301000,4867933000,4724193000,4790888000
종가,7990,10250,16300,7200,,,,,,
시가총액,192143839600,252729535000,401901602000,177527088000,,,,,,
상장주식수,24048040,24656540,24656540,24656540,,,,,,
