,2020,2019,2018,2017,2016
자본금,3881601000,3881601000,3840512500,3193512500,2533388000
자산총계,65035312238,62104312161,59022015995,50279644039,52030637272
당기순이익,3572415706,2829968295,3731735012,1562408178,-286639265
영업활동현금흐름,6134320078,1776462600,2465480172,3882075415,2281968908
영업이익,5112754820,2954715415,3685808084,3751925794,2610439243
매출액,70766476264,59822273660,54765341149,52107582192,48159363336
종가,9880,5800,4315,,
시가총액,76700435760,45026571600,33143622875,,
상장주식수,7763202,7763202,7681025,,
