,2020,2019,2018
자본금,1203760000,1203760000,1203760000
자산총계,33129425220,31347066241,20351050873
당기순이익,2056974070,568193494,
영업활동현금흐름,3275504514,2152092701,
영업이익,3900869011,1968087187,
매출액,26847557648,22564887243,
종가,15250,4400,
시가총액,36714680000,10593088000,
상장주식수,2407520,2407520,
