,2020,2019,2018,2017,2016,2015,2014
자본금,192498075000,131783790000,131783790000,131783790000,131471290000,129533790000,110033790000
자산총계,1168566447146,1467507641351,1031605312223,800417835914,600309975824,477740961199,263681131155
당기순이익,-306475796406,-33117598306,70878373346,77796714609,52974878607,47157170433,32007011575
영업활동현금흐름,-285529204777,83897396504,121465167821,144580400980,110179181397,72127346453,60334252134
영업이익,-335816214073,-32889587459,101202718455,101318496504,58415263860,51409778795,29519225853
매출액,377045660697,1383976261743,1259395676060,996357340926,747613396318,608058585059,510636286681
종가,18350,26800,33550,35350,25100,40100,
시가총액,706467935250,706361114400,884269230900,931711395300,659985875800,1038860995800,
상장주식수,38499615,26356758,26356758,26356758,26294258,25906758,
