,2020,2019,2018,2017,2016,2015,2014,2013
자본금,5187090000,4441750000,4441750000,4441750000,4441750000,4441750000,3411750000,3411750000
자산총계,117616275342,103959649859,107801498133,91402726618,94550121574,90135933300,67070567427,62755087249
당기순이익,12150142715,-5313676622,3711679736,8214116977,5105114668,6315610607,6031100029,2951504674
영업활동현금흐름,17714848297,1388708284,6903137139,7982633042,8145062392,14051355998,-16095743,8368288701
영업이익,8254965351,-5194103446,3674548478,7568437219,3089279392,5374171857,5493523095,3178348385
매출액,67418497400,38230244203,56474117120,67217160091,45115501128,52960638473,38035514969,25120098812
종가,16500,6810,5780,16400,10650,7000,5400,
시가총액,171173970000,60496635000,51346630000,145689400000,94609275000,62184500000,36846900000,
상장주식수,10374180,8883500,8883500,8883500,8883500,8883500,6823500,
