,2020,2019,2018,2017
자본금,5442149500,5442000000,5442000000,4000000000
자산총계,172941810178,128281832273,81805754052,71176296193
당기순이익,5771311635,7976446135,8044043788,6501914646
영업활동현금흐름,21041154905,-4788874278,15750424797,4571068981
영업이익,14112106746,10098220731,10396276228,8061081881
매출액,171848365914,157452769900,193955816878,206580262498
종가,7470,7130,5730,
시가총액,81305713530,77602920000,62365320000,
상장주식수,10884299,10884000,10884000,
