,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,4419824500,3469511000,3100000000,3100000000,3100000000,3100000000,3100000000,1437500000,1437500000
자산총계,58307129808,54821462348,48794278614,56891730637,57514044167,58153277094,65963970817,48247862795,47966799375
당기순이익,396057787,213235837,115817839,-1032326149,-9785779906,-5326585195,5023530608,1459958461,1483252253
영업활동현금흐름,6846076243,6027912969,6845402458,3328739290,-1082031831,3284422237,11913161022,8026731139,8822926886
영업이익,813396145,1466113934,1197088330,74587191,-9179071895,-5174192142,6660684721,2672403903,3206779447
매출액,45119741718,38478884255,34065695980,39319105298,25087831721,38312774844,47008166637,37265971618,36227484743
종가,26300,3720,2585,4275,5510,7850,11700,,
시가총액,232482768700,25813161840,16027000000,26505000000,34162000000,48670000000,72540000000,,
상장주식수,8839649,6939022,6200000,6200000,6200000,6200000,6200000,,
