,2020,2019,2018,2017,2016,2015,2014
자본금,3594724000,1797362000,1797362000,1797362000,1780862000,1350112500,1304660000
자산총계,25481064977,24619169833,23000867416,24307064705,25860714088,6858833958,7000615907
당기순이익,468234116,116738344,-1588097025,-1754366246,-1555619602,-261356375,-811340385
영업활동현금흐름,35670904,659286554,-1747875625,-876748397,-1140137250,-351720177,-1339175393
영업이익,-253476359,-398924306,-1923885767,-1541046890,-1596922113,-357402391,-855334274
매출액,7957134013,7793683150,5675117364,5636108190,4711533808,4095688104,2328979428
종가,9900,,,,,,
시가총액,71175535200,,,,,,
상장주식수,7189448,,,,,,
