,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,3556218500,3556218500,3556218500,2657947000,4901680000,4901680000,4901680000,4901680000,4901680000
자산총계,925062697688,812577596793,747036858604,489648519705,714794406754,620980562890,553346403144,455900527073,395246641776
당기순이익,106710573169,79433102065,84572622876,53673645056,62579680108,72698925939,90732489650,57439759673,28870796908
영업활동현금흐름,91815942763,39181017358,73107339217,-30069587596,18745001066,21094514615,57644418295,33045646030,36339204719
영업이익,102342513053,74514876709,67888515937,64697059988,63843221048,79264713984,78580085305,68463392608,32458524913
매출액,587794622663,528311146326,493296253457,450167573107,483807069550,490293686009,566702029217,508757942061,306709406602
종가,99900,105000,118500,,,,,,
시가총액,710532456300,746805885000,842823784500,,,,,,
상장주식수,7112437,7112437,7112437,,,,,,
