,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,6895893000,6895893000,6895893000,6895893000,6895893000,6400000000,4500000000,4500000000,115000000,100000000
자산총계,22077355897,35112640718,33966457482,47059771136,53455517466,58393618832,38080216035,36205997733,21637253185,5019374632
당기순이익,-6915710448,-3337756701,-12540175974,-3582198541,-3098361974,590542567,1780560570,3735167160,7459393597,1996689956
영업활동현금흐름,-3816466089,-1439954864,-1664227557,-4139020477,-3952288358,994096476,1406851279,2904996384,6005822556,2407538444
영업이익,-4296889358,-3633247541,-3389328553,-3853113855,-6246784386,145126072,704546061,3324158754,5542608620,1958840119
매출액,26994123555,24883150246,19602893878,28157405828,28872692641,40713758072,36758112117,41879644641,42342307872,13851314753
종가,1950,2295,3320,,,,,,,
시가총액,26893982700,31652148870,45788729520,,,,,,,
상장주식수,13791786,13791786,13791786,,,,,,,
