,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,38340428000,38340427500,37718537000,35479732000,8125407000,7892162500,7892162500,7601893500,5108127500,1740116500
자산총계,766137054522,871001110157,497537191967,301349741116,175552057463,146705005365,115512018892,74942426153,24295231095,20658796846
당기순이익,-144397271647,-47661884441,33829535572,37114719781,3588147935,2688288407,7195656331,5245308039,-1617453179,-4312881169
영업활동현금흐름,-66675981177,125916130525,27496534376,108141549675,31889338352,33209616171,20179129351,4133763656,-2050025671,-1639070989
영업이익,-177740674351,-23722587043,44091727440,45530105367,14230412040,4071536988,7973035915,2954802218,-1134214501,-1697914700
매출액,276908903766,817302491443,735457691913,612787406772,411870541153,288870360441,236206013618,132566060532,5196290588,6773956540
종가,1030,1735,2380,3495,6850,7710,10950,2650,,
시가총액,78981281680,133041283425,179540236120,248003326680,111318075900,121697145750,172838358750,40290035550,,
상장주식수,76680856,76680855,75437074,70959464,16250814,15784325,15784325,15203787,,
