,2020,2019,2018,2017,2016,2015,2014,2013
자본금,5596184000,5596184000,5596184000,5596184000,5596184000,2728842000,1399753000,1399753000
자산총계,61023089459,86241040277,85246112793,97668551274,76210812268,67258749263,50160139566,38047489885
당기순이익,-2266139047,-11046723735,1281373396,5012832402,4187187233,7182451615,6059834063,977454052
영업활동현금흐름,11293422559,-7786942742,-8738700257,14469900886,-5668949956,1659024151,2101074268,6223471655
영업이익,-1463450637,-7349573286,2628817206,10314693700,2177551253,7944398738,7528625373,3739724835
매출액,70783404023,42343767868,75788383757,80643960783,44002936387,52751850364,57173960883,51394078469
종가,3505,4290,4135,6740,6460,8970,4290,7000
시가총액,39229249840,48015258720,46280441680,75436560320,72302697280,48955425480,12009880740,19596542000
상장주식수,11192368,11192368,11192368,11192368,11192368,5457684,2799506,2799506
