,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,5900000000,5900000000,5900000000,5700000000,5500000000,5400000000,5300000000,5200000000,5100000000,5000000000
자산총계,137145759268,139653596307,119530459583,99119507899,97596889550,91802767048,87913375890,85966108283,90451727264,82927013438
당기순이익,4031966908,32631614354,3180817896,5985273216,2691530730,5587550908,5314627961,-3785796950,713735990,-1060910330
영업활동현금흐름,-5470389900,10865790507,2587288575,5430597966,10936262449,8327889263,8586813113,2475953726,-5467993728,2754662142
영업이익,-374204255,-148216139,3353381831,5880539388,6747715794,6483833458,5665351905,-3902314051,579161042,-1973301081
매출액,71978513571,97313126508,107796549076,120714399510,135940603087,136718088315,145287951674,154264010564,177768400950,182463770056
종가,4195,,,,,,,,,
시가총액,49501000000,,,,,,,,,
상장주식수,11800000,,,,,,,,,
