,2020,2019,2018,2017,2016
자본금,6137555500,6137555500,6020671500,6020671500,102600000
자산총계,63725229592,53449595113,43639727144,35747219967,9632401323
당기순이익,10867446534,4852476454,4917413308,4536199332,3011991038
영업활동현금흐름,12383257527,5035332419,4378481065,3511342780,2633082245
영업이익,13147011574,7913751789,6423381560,5432589183,3693827393
매출액,57733988624,42139941288,32081829266,26536904342,18893266114
종가,36800,19450,14150,7050,
시가총액,451724084800,236314601950,170385003450,84891468150,
상장주식수,12275111,12149851,12041343,12041343,
