,2020,2019,2018,2017,2016,2015,2014,2013
자본금,218898329,218898329,218898329,218898329,197743333,165746845,165746845,136946250
자산총계,1934437617,1802595136,1715255866,1465619644,1292107312,995996820,816108758,555367442
당기순이익,130125954,133842341,151157112,169466474,169466474,146366365,115196420,111069890
영업활동현금흐름,82748994,114177302,193843522,207131475,155288158,156527912,,
영업이익,181972960,169263314,189363235,204568376,184918792,170408309,136895268,134685486
매출액,531593530,501794240,456949398,426778293,372960261,357855798,316231834,253962644
종가,1710,1755,1035,2180,3490,,,
시가총액,115910386920,118960660260,70156286820,147768797360,215063470790,,,
상장주식수,67783852,67783852,67783852,67783852,61622771,,,
