,2020,2019,2018,2017
자본금,81433085000,81433085000,81433085000,81433085000
자산총계,26558952365000,25715535189000,23347820007000,20888570158000
당기순이익,-789719525000,115347380000,283985348000,1013033249000
영업활동현금흐름,887075074000,1205565539000,668090632000,815025918000
영업이익,-597108836000,666593845000,861427338000,843038417000
매출액,18910981519000,26630333352000,27256649937000,14299511713000
종가,283500,338000,346000,
시가총액,4478907919500,5504876546000,5635169482000,
상장주식수,15798617,16286617,16286617,
