,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,22924577000,22874577000,22455114000,19513937500,19513937500,9642327500,7654939500,5878808500,5360000000,5360000000
자산총계,57189580501,60354836630,56362573791,45895630334,43573094648,23228523875,26704444568,36821317343,30675174944,37118866517
당기순이익,-3047390638,-3025656762,-2016464895,753041623,-3568945114,-1969629984,-6378481993,-8026140182,-4779879791,391626841
영업활동현금흐름,-2237844849,3945927058,2703219830,4050806273,-7683507699,1080331881,173536156,-4664342397,-1208561267,994099236
영업이익,-474165994,423828739,-885955601,598990413,-1887763463,,,,,
매출액,29166372655,36981225222,20031354198,33280383551,11016744118,,,,,
종가,2070,2030,1485,,,,,,,
시가총액,93417348780,91409182620,65622488580,,,,,,,
상장주식수,45129154,45029154,44190228,,,,,,,
