,2020,2019,2018,2017,2016,2015,2014
자본금,416446347,416446347,416446347,416446347,416446347,11925701,11925701
자산총계,2010207084,2030985573,1847668159,1702579982,1554544655,953029420,798432269
당기순이익,,30021247,193209870,149202401,191577888,169763696,159506746
영업활동현금흐름,175474019,331956320,-154126983,236426376,182949451,212517786,86772715
영업이익,29277797,260455844,207551902,233021326,220585011,219136181,212432403
매출액,839724178,1312408963,1204593418,1198817973,1142433981,1123890259,1101226566
종가,627,1065,1140,2155,2890,,
시가총액,50160000000,85200000000,91200000000,172400000000,231200000000,,
상장주식수,80000000,80000000,80000000,80000000,80000000,,
