,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,7182440000,7182440000,7182440000,7182440000,7182440000,7182440000,3151457500,2433600000,300000000
자산총계,131962461511,115339954397,84364232208,123872016547,134050053997,110111615369,76379789317,29849212989,25763723948
당기순이익,-7853151729,-7567799456,-1436902847,-6498024201,-6340255562,2249453280,7863839982,2803805314,4941236959
영업활동현금흐름,22383428984,865602742,-10442273666,6993938826,-248546952,-642653948,5112673369,-23594870,8963768007
영업이익,-7322138804,-4937578584,-6003543206,3070237258,-472553632,5910135791,11582112308,5522893517,6769854221
매출액,72424739151,84190079127,74014341736,116687389018,86139430053,72671244336,60072236647,49614265830,32038948748
종가,5880,8420,7890,7410,8450,22300,22100,,
시가총액,84465494400,120952289600,113338903200,106443760800,121383236000,281896396200,139294421500,,
상장주식수,14364880,14364880,14364880,14364880,14364880,12641094,6302915,,
