,2020,2019,2018,2017,2016,2015,2014
자본금,4042817000,4042817000,4037317000,1967717000,1851428500,1851428500,1851428500
자산총계,50401650033,48569090990,47562132424,47587635196,43618267003,25760635240,24393665268
당기순이익,1827771514,831874932,-1860194352,-6048082137,289566472,1473397405,1534445862
영업활동현금흐름,1318228351,41402914,833875271,2865471056,1745724681,2632894696,1334095053
영업이익,1575381646,345959810,872812349,1884578521,1722301801,1368289191,1704797122
매출액,8789100353,6346019334,7850219494,8642115137,8343009707,7492001366,6737841698
종가,30400,23450,35550,99900,50800,27000,26700
시가총액,245803273600,189608117300,287053238700,393149856600,188105135600,99977139000,98866281900
상장주식수,8085634,8085634,8074634,3935434,3702857,3702857,3702857
